sex,yearofbirth,primary2004,messages,primary2006,hhsize,treatment
male,1984,0,Control,0,3,Control
male,1978,0,Civic Duty,0,3,Treatment
male,1953,0,Civic Duty,0,3,Treatment
female,1954,0,Civic Duty,0,3,Treatment
female,1935,0,Control,1,2,Control
male,1935,0,Control,1,2,Control
male,1952,0,Control,0,1,Control
female,1952,0,Control,0,2,Control
male,1950,0,Control,0,2,Control
male,1966,1,Civic Duty,0,2,Treatment
female,1967,0,Civic Duty,0,2,Treatment
female,1961,1,Control,0,1,Control
female,1959,0,Civic Duty,0,2,Treatment
male,1961,0,Civic Duty,0,2,Treatment
female,1958,0,Control,0,2,Control
male,1959,0,Control,0,2,Control
female,1927,0,Control,0,2,Control
male,1923,0,Control,0,2,Control
male,1957,0,Control,0,2,Control
female,1963,0,Control,0,2,Control
male,1954,1,Control,0,3,Control
female,1984,0,Control,0,3,Control
female,1955,1,Control,0,3,Control
male,1940,0,Neighbors,0,2,Treatment
female,1941,0,Neighbors,0,2,Treatment
male,1938,0,Control,1,2,Control
female,1944,0,Control,1,2,Control
female,1984,0,Hawthorne,0,3,Treatment
male,1959,0,Hawthorne,0,3,Treatment
female,1955,0,Hawthorne,0,3,Treatment
female,1965,0,Control,0,2,Control
male,1964,0,Control,0,2,Control
male,1966,0,Civic Duty,0,2,Treatment
female,1972,0,Civic Duty,0,2,Treatment
male,1933,1,Neighbors,1,2,Treatment
female,1933,1,Neighbors,1,2,Treatment
male,1944,0,Control,1,1,Control
male,1964,1,Hawthorne,0,1,Treatment
male,1947,0,Control,0,2,Control
female,1947,0,Control,0,2,Control
female,1942,0,Control,0,2,Control
male,1939,0,Control,0,2,Control
male,1958,0,Control,1,2,Control
female,1959,0,Control,1,2,Control
female,1935,0,Neighbors,1,1,Treatment
female,1951,1,Control,0,2,Control
male,1950,1,Control,1,2,Control
male,1945,0,Control,0,2,Control
female,1945,0,Control,0,2,Control
male,1956,0,Hawthorne,0,2,Treatment
female,1958,0,Hawthorne,0,2,Treatment
male,1954,0,Control,0,2,Control
female,1954,0,Control,0,2,Control
female,1971,0,Control,0,2,Control
male,1965,0,Control,0,2,Control
female,1959,0,Civic Duty,0,2,Treatment
male,1957,0,Civic Duty,0,2,Treatment
male,1959,0,Control,0,1,Control
female,1965,0,Control,0,2,Control
male,1957,0,Control,0,2,Control
male,1961,0,Hawthorne,0,1,Treatment
female,1973,1,Civic Duty,0,2,Treatment
male,1974,1,Civic Duty,1,2,Treatment
female,1953,0,Neighbors,0,3,Treatment
male,1950,0,Neighbors,0,3,Treatment
male,1983,0,Neighbors,0,3,Treatment
male,1951,0,Control,0,2,Control
female,1955,0,Control,0,2,Control
male,1962,0,Control,0,1,Control
female,1964,0,Control,0,2,Control
male,1962,1,Control,0,2,Control
female,1954,0,Control,0,3,Control
female,1975,0,Control,0,3,Control
male,1954,0,Control,0,3,Control
male,1966,0,Control,0,2,Control
female,1968,0,Control,0,2,Control
female,1953,0,Control,1,2,Control
male,1952,0,Control,0,2,Control
male,1975,0,Hawthorne,0,2,Treatment
female,1975,0,Hawthorne,0,2,Treatment
male,1972,1,Civic Duty,1,1,Treatment
female,1948,0,Civic Duty,0,2,Treatment
male,1949,0,Civic Duty,0,2,Treatment
male,1963,0,Control,0,2,Control
female,1968,0,Control,0,2,Control
male,1967,0,Control,0,1,Control
male,1965,0,Control,0,1,Control
female,1972,0,Control,0,2,Control
male,1970,0,Control,0,2,Control
female,1970,0,Neighbors,1,2,Treatment
male,1960,0,Neighbors,0,2,Treatment
female,1977,1,Control,0,2,Control
male,1977,1,Control,0,2,Control
male,1953,0,Neighbors,1,4,Treatment
female,1986,0,Neighbors,0,4,Treatment
female,1978,0,Neighbors,0,4,Treatment
female,1954,0,Neighbors,0,4,Treatment
female,1951,0,Hawthorne,0,1,Treatment
female,1979,1,Control,0,1,Control
male,1965,0,Control,0,2,Control
female,1933,1,Control,1,2,Control
female,1967,0,Control,0,2,Control
male,1968,0,Control,0,2,Control
male,1977,0,Control,0,3,Control
female,1948,0,Control,0,3,Control
male,1948,0,Control,0,3,Control
male,1953,0,Control,1,2,Control
female,1953,0,Control,1,2,Control
female,1938,0,Control,1,2,Control
male,1942,0,Control,1,2,Control
male,1925,0,Civic Duty,1,2,Treatment
female,1928,0,Civic Duty,0,2,Treatment
female,1947,1,Control,0,1,Control
female,1952,1,Civic Duty,0,1,Treatment
male,1924,0,Control,0,2,Control
female,1926,0,Control,0,2,Control
female,1961,0,Control,0,2,Control
male,1963,0,Control,0,2,Control
male,1968,0,Control,1,2,Control
female,1971,0,Control,0,2,Control
female,1949,0,Neighbors,0,2,Treatment
male,1961,0,Neighbors,0,2,Treatment
male,1956,1,Neighbors,0,1,Treatment
male,1950,0,Control,0,1,Control
female,1963,0,Control,0,2,Control
male,1961,0,Control,0,2,Control
male,1964,0,Hawthorne,0,2,Treatment
female,1966,0,Hawthorne,0,2,Treatment
female,1958,1,Hawthorne,0,2,Treatment
male,1957,0,Hawthorne,0,2,Treatment
male,1940,0,Control,0,2,Control
female,1941,0,Control,0,2,Control
male,1963,1,Neighbors,0,2,Treatment
female,1964,1,Neighbors,0,2,Treatment
female,1950,0,Control,0,1,Control
female,1947,0,Hawthorne,0,2,Treatment
male,1947,0,Hawthorne,0,2,Treatment
male,1967,0,Civic Duty,0,2,Treatment
female,1969,0,Civic Duty,1,2,Treatment
male,1946,0,Control,0,2,Control
female,1945,0,Control,0,2,Control
male,1947,0,Control,0,2,Control
female,1954,0,Control,0,2,Control
female,1965,0,Control,0,2,Control
male,1964,0,Control,0,2,Control
female,1944,1,Neighbors,0,2,Treatment
male,1942,1,Neighbors,0,2,Treatment
male,1936,0,Civic Duty,0,2,Treatment
female,1929,0,Civic Duty,0,2,Treatment
female,1971,1,Control,0,2,Control
male,1969,1,Control,0,2,Control
male,1957,0,Hawthorne,1,2,Treatment
female,1957,0,Hawthorne,0,2,Treatment
male,1948,0,Control,0,2,Control
female,1948,0,Control,0,2,Control
female,1955,0,Control,0,3,Control
male,1984,0,Control,0,3,Control
male,1955,0,Control,0,3,Control
male,1938,0,Control,0,2,Control
female,1942,0,Control,0,2,Control
male,1919,0,Control,0,2,Control
female,1940,0,Control,0,2,Control
male,1961,0,Control,0,2,Control
female,1960,0,Control,0,2,Control
female,1975,0,Hawthorne,0,2,Treatment
male,1974,0,Hawthorne,0,2,Treatment
male,1964,0,Civic Duty,0,3,Treatment
female,1965,0,Civic Duty,0,3,Treatment
male,1986,0,Civic Duty,0,3,Treatment
female,1968,0,Control,0,1,Control
male,1972,0,Neighbors,0,2,Treatment
female,1971,0,Neighbors,0,2,Treatment
male,1977,0,Control,0,4,Control
female,1980,0,Control,0,4,Control
female,1949,1,Control,1,4,Control
male,1948,1,Control,1,4,Control
male,1960,1,Neighbors,1,3,Treatment
female,1959,0,Neighbors,0,3,Treatment
female,1986,0,Neighbors,0,3,Treatment
female,1949,0,Hawthorne,0,4,Treatment
male,1945,0,Hawthorne,0,4,Treatment
male,1967,0,Hawthorne,0,4,Treatment
female,1980,0,Hawthorne,0,4,Treatment
female,1946,0,Control,0,2,Control
male,1945,0,Control,0,2,Control
female,1964,1,Control,0,1,Control
male,1976,1,Control,0,1,Control
male,1963,0,Control,0,3,Control
female,1960,0,Control,0,3,Control
male,1985,0,Control,0,3,Control
male,1963,1,Control,0,2,Control
female,1969,1,Control,0,2,Control
male,1962,0,Civic Duty,0,2,Treatment
female,1965,0,Civic Duty,0,2,Treatment
male,1955,0,Control,0,2,Control
female,1959,0,Control,0,2,Control
male,1970,0,Control,0,1,Control
female,1969,1,Control,1,2,Control
male,1968,0,Control,0,2,Control
male,1949,0,Hawthorne,0,2,Treatment
female,1948,0,Hawthorne,0,2,Treatment
male,1956,0,Control,1,3,Control
female,1950,0,Control,1,3,Control
male,1980,0,Control,1,3,Control
male,1971,0,Hawthorne,0,2,Treatment
female,1964,0,Hawthorne,0,2,Treatment
male,1947,0,Control,1,2,Control
female,1948,0,Control,1,2,Control
female,1970,1,Neighbors,0,2,Treatment
male,1970,0,Neighbors,0,2,Treatment
female,1948,0,Control,0,2,Control
male,1947,0,Control,0,2,Control
female,1917,1,Control,0,1,Control
female,1957,1,Control,0,1,Control
female,1941,0,Control,1,1,Control
female,1940,0,Control,0,1,Control
female,1973,1,Neighbors,1,2,Treatment
male,1971,1,Neighbors,1,2,Treatment
male,1946,1,Civic Duty,0,2,Treatment
female,1941,0,Civic Duty,0,2,Treatment
male,1955,1,Civic Duty,1,2,Treatment
female,1958,1,Civic Duty,0,2,Treatment
female,1944,1,Control,0,2,Control
male,1982,0,Control,0,2,Control
male,1958,1,Control,0,2,Control
female,1961,1,Control,1,2,Control
female,1940,1,Civic Duty,0,1,Treatment
female,1937,1,Control,0,1,Control
female,1949,1,Civic Duty,0,2,Treatment
male,1944,1,Civic Duty,0,2,Treatment
female,1943,0,Hawthorne,0,2,Treatment
male,1943,1,Hawthorne,0,2,Treatment
female,1986,0,Control,0,3,Control
female,1961,0,Control,0,3,Control
male,1956,1,Control,1,3,Control
male,1937,1,Control,1,2,Control
female,1937,1,Control,0,2,Control
female,1961,0,Control,0,2,Control
male,1962,1,Control,0,2,Control
male,1961,0,Neighbors,0,2,Treatment
female,1961,0,Neighbors,0,2,Treatment
male,1986,0,Hawthorne,0,5,Treatment
female,1984,0,Hawthorne,0,5,Treatment
female,1952,1,Hawthorne,0,5,Treatment
male,1981,0,Hawthorne,0,5,Treatment
male,1950,1,Hawthorne,0,5,Treatment
female,1970,1,Control,0,2,Control
male,1967,1,Control,0,2,Control
female,1964,1,Neighbors,0,2,Treatment
male,1958,1,Neighbors,0,2,Treatment
female,1927,1,Control,0,1,Control
male,1957,0,Control,0,1,Control
female,1960,0,Control,0,1,Control
male,1948,1,Control,0,1,Control
female,1963,0,Control,0,2,Control
male,1968,0,Control,0,2,Control
male,1953,0,Control,0,2,Control
female,1952,1,Control,0,2,Control
male,1944,0,Control,0,2,Control
female,1957,1,Control,0,2,Control
female,1980,0,Control,0,1,Control
female,1952,1,Control,0,3,Control
male,1950,0,Control,0,3,Control
male,1983,0,Control,0,3,Control
female,1952,0,Control,0,3,Control
male,1948,0,Control,0,3,Control
male,1980,0,Control,0,3,Control
male,1959,1,Civic Duty,0,1,Treatment
male,1962,0,Control,0,2,Control
female,1964,0,Control,0,2,Control
female,1960,1,Control,0,1,Control
female,1949,0,Neighbors,0,2,Treatment
male,1947,0,Neighbors,0,2,Treatment
male,1949,0,Hawthorne,0,2,Treatment
female,1946,0,Hawthorne,0,2,Treatment
female,1955,0,Control,0,2,Control
male,1955,0,Control,0,2,Control
male,1941,1,Hawthorne,0,2,Treatment
female,1942,1,Hawthorne,0,2,Treatment
female,1958,1,Neighbors,1,2,Treatment
male,1956,1,Neighbors,1,2,Treatment
female,1932,0,Civic Duty,1,1,Treatment
male,1966,1,Control,1,2,Control
female,1969,0,Control,0,2,Control
female,1962,0,Control,0,2,Control
male,1961,0,Control,0,2,Control
female,1975,1,Control,0,2,Control
male,1973,1,Control,0,2,Control
female,1956,1,Control,1,4,Control
male,1981,0,Control,0,4,Control
male,1979,0,Control,0,4,Control
male,1954,1,Control,0,4,Control
male,1982,0,Civic Duty,0,3,Treatment
female,1953,1,Civic Duty,0,3,Treatment
male,1952,1,Civic Duty,0,3,Treatment
female,1954,1,Control,1,4,Control
male,1953,0,Control,1,4,Control
female,1978,0,Control,0,4,Control
male,1976,1,Control,1,4,Control
female,1968,1,Hawthorne,1,2,Treatment
male,1967,0,Hawthorne,0,2,Treatment
male,1933,0,Control,1,1,Control
male,1955,0,Control,1,3,Control
male,1984,0,Control,0,3,Control
female,1957,1,Control,1,3,Control
female,1933,1,Neighbors,1,1,Treatment
male,1952,0,Control,0,2,Control
female,1954,0,Control,1,2,Control
female,1969,0,Hawthorne,1,2,Treatment
male,1966,1,Hawthorne,1,2,Treatment
female,1975,0,Neighbors,0,3,Treatment
male,1944,0,Neighbors,0,3,Treatment
female,1947,0,Neighbors,0,3,Treatment
male,1954,1,Control,1,2,Control
female,1953,0,Control,1,2,Control
female,1963,0,Control,0,3,Control
female,1985,0,Control,1,3,Control
male,1964,0,Control,0,3,Control
male,1959,0,Civic Duty,1,3,Treatment
female,1983,0,Civic Duty,0,3,Treatment
female,1960,0,Civic Duty,1,3,Treatment
female,1958,0,Control,0,1,Control
male,1955,1,Control,0,2,Control
female,1962,0,Control,0,2,Control
female,1942,0,Control,0,2,Control
male,1941,0,Control,1,2,Control
male,1945,1,Control,1,2,Control
female,1957,1,Control,1,2,Control
female,1977,0,Control,0,3,Control
female,1945,1,Control,0,3,Control
male,1943,0,Control,0,3,Control
male,1986,1,Hawthorne,0,4,Treatment
female,1947,1,Hawthorne,0,4,Treatment
male,1945,1,Hawthorne,0,4,Treatment
female,1982,1,Hawthorne,0,4,Treatment
female,1962,1,Neighbors,0,1,Treatment
male,1959,0,Control,0,4,Control
female,1984,0,Control,0,4,Control
female,1963,1,Control,0,4,Control
male,1982,0,Control,0,4,Control
female,1944,0,Control,0,2,Control
male,1942,0,Control,0,2,Control
male,1968,1,Control,1,2,Control
female,1967,1,Control,0,2,Control
female,1948,1,Control,1,3,Control
male,1945,1,Control,1,3,Control
female,1981,1,Control,0,3,Control
female,1962,1,Civic Duty,1,1,Treatment
female,1956,0,Control,0,2,Control
male,1952,0,Control,0,2,Control
female,1964,0,Neighbors,0,1,Treatment
female,1964,0,Control,0,2,Control
male,1955,0,Control,0,2,Control
female,1940,0,Hawthorne,1,2,Treatment
male,1942,0,Hawthorne,0,2,Treatment
female,1935,0,Civic Duty,0,2,Treatment
male,1934,0,Civic Duty,0,2,Treatment
female,1950,0,Control,1,2,Control
male,1949,0,Control,1,2,Control
female,1956,1,Control,1,2,Control
male,1955,1,Control,1,2,Control
male,1963,0,Hawthorne,0,2,Treatment
female,1964,0,Hawthorne,0,2,Treatment
female,1951,1,Control,0,2,Control
male,1978,0,Control,0,2,Control
female,1965,0,Control,0,2,Control
male,1963,0,Control,0,2,Control
male,1945,1,Control,0,2,Control
female,1947,1,Control,1,2,Control
female,1959,1,Control,0,1,Control
female,1934,0,Civic Duty,0,2,Treatment
male,1932,0,Civic Duty,0,2,Treatment
female,1947,0,Civic Duty,0,2,Treatment
male,1944,0,Civic Duty,1,2,Treatment
male,1950,0,Control,0,3,Control
female,1952,0,Control,0,3,Control
male,1975,0,Control,0,3,Control
male,1946,0,Control,0,2,Control
female,1949,0,Control,0,2,Control
male,1952,0,Neighbors,0,2,Treatment
female,1952,0,Neighbors,0,2,Treatment
female,1957,0,Hawthorne,0,1,Treatment
male,1946,1,Neighbors,1,2,Treatment
female,1946,0,Neighbors,1,2,Treatment
male,1940,0,Control,1,1,Control
male,1951,1,Control,0,2,Control
female,1952,1,Control,0,2,Control
female,1951,0,Control,1,2,Control
male,1947,0,Control,1,2,Control
male,1942,0,Control,1,2,Control
female,1945,0,Control,0,2,Control
female,1944,0,Hawthorne,1,1,Treatment
female,1984,0,Control,0,4,Control
male,1955,0,Control,1,4,Control
female,1958,0,Control,1,4,Control
female,1981,0,Control,0,4,Control
female,1945,0,Control,1,2,Control
male,1943,0,Control,1,2,Control
male,1948,0,Control,0,2,Control
female,1948,0,Control,0,2,Control
female,1932,0,Civic Duty,0,1,Treatment
female,1935,0,Civic Duty,1,1,Treatment
female,1943,1,Control,0,2,Control
male,1941,1,Control,0,2,Control
female,1928,0,Control,0,1,Control
male,1932,0,Control,0,2,Control
female,1946,0,Control,0,2,Control
female,1967,0,Neighbors,1,1,Treatment
male,1938,1,Control,1,2,Control
female,1939,1,Control,0,2,Control
female,1946,0,Control,1,2,Control
male,1946,0,Control,1,2,Control
male,1938,1,Neighbors,1,1,Treatment
female,1941,1,Hawthorne,1,2,Treatment
male,1945,1,Hawthorne,1,2,Treatment
male,1976,0,Control,0,2,Control
female,1978,0,Control,0,2,Control
male,1966,0,Hawthorne,1,2,Treatment
female,1967,0,Hawthorne,0,2,Treatment
female,1942,0,Neighbors,1,1,Treatment
male,1956,0,Control,0,2,Control
female,1963,0,Control,0,2,Control
female,1962,0,Control,0,2,Control
male,1959,0,Control,0,2,Control
female,1965,1,Civic Duty,1,1,Treatment
male,1960,0,Control,0,2,Control
female,1963,1,Control,0,2,Control
female,1983,1,Control,0,4,Control
female,1950,1,Control,0,4,Control
male,1942,0,Control,0,4,Control
female,1985,0,Control,0,4,Control
male,1948,1,Control,0,3,Control
male,1978,0,Control,0,3,Control
female,1948,1,Control,0,3,Control
male,1961,0,Control,0,2,Control
female,1963,0,Control,0,2,Control
male,1985,0,Neighbors,0,3,Treatment
female,1958,1,Neighbors,1,3,Treatment
male,1959,0,Neighbors,0,3,Treatment
male,1960,0,Civic Duty,0,2,Treatment
female,1960,0,Civic Duty,0,2,Treatment
female,1968,1,Control,0,2,Control
male,1969,1,Control,0,2,Control
male,1932,1,Hawthorne,1,2,Treatment
female,1938,1,Hawthorne,0,2,Treatment
male,1959,1,Control,1,2,Control
female,1960,1,Control,1,2,Control
male,1958,1,Control,0,2,Control
female,1963,0,Control,0,2,Control
female,1963,0,Control,0,3,Control
male,1961,0,Control,0,3,Control
male,1985,0,Control,0,3,Control
male,1970,0,Hawthorne,1,2,Treatment
female,1972,1,Hawthorne,1,2,Treatment
female,1954,1,Control,0,1,Control
male,1975,0,Civic Duty,1,2,Treatment
female,1974,1,Civic Duty,1,2,Treatment
female,1962,0,Control,0,2,Control
male,1959,1,Control,0,2,Control
male,1941,0,Control,0,2,Control
female,1946,1,Control,0,2,Control
female,1950,0,Control,0,2,Control
male,1950,0,Control,0,2,Control
male,1954,1,Civic Duty,1,2,Treatment
female,1956,1,Civic Duty,1,2,Treatment
female,1959,1,Control,1,1,Control
female,1958,0,Control,0,2,Control
male,1963,1,Control,1,2,Control
male,1941,1,Hawthorne,0,2,Treatment
female,1943,1,Hawthorne,1,2,Treatment
female,1951,0,Control,0,2,Control
male,1945,0,Control,0,2,Control
male,1940,0,Neighbors,1,2,Treatment
female,1941,0,Neighbors,1,2,Treatment
male,1958,1,Neighbors,1,2,Treatment
female,1960,1,Neighbors,0,2,Treatment
female,1951,0,Control,0,2,Control
male,1941,0,Control,0,2,Control
male,1951,1,Control,0,1,Control
male,1945,0,Control,0,2,Control
female,1957,0,Control,0,2,Control
female,1962,1,Control,0,2,Control
male,1965,1,Control,0,2,Control
male,1960,1,Hawthorne,1,1,Treatment
male,1930,1,Neighbors,0,1,Treatment
female,1984,1,Control,0,3,Control
male,1955,1,Control,0,3,Control
female,1950,1,Control,1,3,Control
female,1939,0,Control,1,1,Control
female,1963,1,Civic Duty,0,1,Treatment
female,1972,1,Civic Duty,1,2,Treatment
male,1966,1,Civic Duty,0,2,Treatment
female,1948,0,Control,1,2,Control
male,1946,0,Control,1,2,Control
male,1944,0,Control,1,2,Control
female,1956,0,Control,1,2,Control
female,1965,1,Control,0,1,Control
female,1952,1,Hawthorne,1,2,Treatment
male,1951,0,Hawthorne,0,2,Treatment
male,1962,0,Control,0,2,Control
female,1962,1,Control,0,2,Control
female,1976,1,Control,1,2,Control
male,1976,1,Control,1,2,Control
male,1978,0,Control,0,2,Control
female,1949,1,Control,0,2,Control
female,1945,0,Neighbors,1,1,Treatment
female,1967,0,Control,0,2,Control
male,1962,0,Control,0,2,Control
female,1950,0,Control,0,2,Control
male,1949,1,Control,0,2,Control
female,1939,1,Hawthorne,1,2,Treatment
male,1940,1,Hawthorne,1,2,Treatment
male,1963,1,Neighbors,0,1,Treatment
male,1959,1,Control,1,2,Control
female,1961,0,Control,1,2,Control
male,1970,0,Civic Duty,0,2,Treatment
female,1974,0,Civic Duty,0,2,Treatment
female,1959,1,Civic Duty,0,2,Treatment
male,1958,1,Civic Duty,0,2,Treatment
male,1961,0,Control,1,2,Control
female,1972,0,Control,0,2,Control
male,1963,1,Control,0,2,Control
female,1953,0,Control,0,2,Control
female,1986,0,Control,0,5,Control
male,1979,0,Control,0,5,Control
female,1981,0,Control,0,5,Control
male,1948,1,Control,0,5,Control
female,1952,0,Control,0,5,Control
female,1959,1,Control,0,2,Control
male,1951,1,Control,0,2,Control
male,1985,0,Neighbors,0,4,Treatment
male,1986,0,Neighbors,0,4,Treatment
male,1947,1,Neighbors,0,4,Treatment
female,1949,1,Neighbors,1,4,Treatment
male,1954,0,Control,0,2,Control
female,1954,1,Control,0,2,Control
female,1959,0,Control,0,2,Control
male,1959,0,Control,0,2,Control
female,1947,0,Hawthorne,0,2,Treatment
male,1945,0,Hawthorne,0,2,Treatment
female,1972,1,Control,0,2,Control
male,1963,1,Control,0,2,Control
female,1926,0,Control,0,1,Control
female,1962,0,Control,0,1,Control
male,1962,0,Control,0,2,Control
female,1964,0,Control,0,2,Control
male,1975,1,Civic Duty,0,2,Treatment
female,1976,1,Civic Duty,0,2,Treatment
female,1968,1,Neighbors,0,2,Treatment
male,1969,0,Neighbors,0,2,Treatment
female,1958,1,Control,0,2,Control
male,1958,0,Control,0,2,Control
male,1949,1,Civic Duty,0,3,Treatment
female,1949,0,Civic Duty,0,3,Treatment
male,1985,0,Civic Duty,0,3,Treatment
female,1961,1,Hawthorne,0,2,Treatment
male,1965,0,Hawthorne,0,2,Treatment
female,1983,0,Control,0,3,Control
female,1951,1,Control,0,3,Control
male,1949,0,Control,0,3,Control
male,1960,1,Control,0,2,Control
female,1966,1,Control,0,2,Control
male,1944,0,Control,1,2,Control
female,1945,0,Control,1,2,Control
female,1963,1,Control,0,1,Control
male,1956,1,Neighbors,0,2,Treatment
female,1960,1,Neighbors,0,2,Treatment
male,1948,1,Hawthorne,0,2,Treatment
female,1952,1,Hawthorne,0,2,Treatment
male,1948,0,Control,0,2,Control
female,1948,0,Control,0,2,Control
